source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,event_year,event_month,event_day,event_month_sin,event_month_cos,coordinate_valid,state_normalized,is_ner,state_assignment_method
thestatesman.net,http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=162949,126,2007-07-16 00:00:00,,Bardang near Singtam,closest to predicted location of Gauhati (336.70 km),Bardang near Singtam,25km,mudslide,rain,medium,unknown,,,,,,glc,126,India,IN,Sikkim,1147,Namchi,2.01104,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.38,27.1499,2007,7,16,0.0000,-1.0000,True,Sikkim,True,administrative
sikkimnews.blogspot,http://sikkimnews.blogspot.com/2009/09/landslides-at-4th-mile-disrupts-traffic.html,1168,2009-09-17 00:00:00,,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.","A massive landslide that occurred in the morning of September 17 at 4th Mile has completely disrupted the traffic movement between Rongli, Rhenock and Rangpo in East Sikkim. The entire stretch has been washed away by the landslide creating trouble for the commuters.","4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",5km,landslide,rain,medium,unknown,,,,,,glc,1168,India,IN,Sikkim,4026,Rangpo,7.97646,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.6115,27.1954,2009,9,17,-0.8660,-0.5000,True,Sikkim,True,administrative
morungexpress,http://www.morungexpress.com/regional/1615.html,714,2008-08-14 00:00:00,,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",landslides triggered in various parts of Arunachal Pradesh,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",50km,landslide,rain,medium,unknown,,,,,,glc,714,India,IN,Assam,59841,North Lakhimpur,13.00939,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,94,27.163,2008,8,14,-0.5000,-0.8660,True,Assam,True,administrative
Assam Times,http://www.assamtimes.org/node/11181,6110,2014-06-27 00:00:00,,"Bhangagarh, Assam","Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining alert, however, managed to escape the tragedy. The incident took place 24 hours after three persons of a family died in landslide in Bhangagarh area.","Bhangagarh, Assam",exact,landslide,rain,small,unknown,3,0,,,,glc,6110,India,IN,Assam,899094,Guwahati,3.44859,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,91.7697,26.1619,2014,6,27,0.5000,-0.8660,True,Assam,True,administrative
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2,247,2007-09-08 00:00:00,,"Lower Shajouba village near Tadubi along NH 39, Manipur","occurred along NH 39, unsure of exact location","Lower Shajouba village near Tadubi along NH 39, Manipur",50km,landslide,rain,medium,unknown,,,,,,glc,247,India,IN,Manipur,223523,Imphal,28.2961,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.9877,25.0604,2007,9,8,-0.8660,-0.5000,True,Manipur,True,administrative
zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,4407,2012-06-13 00:00:00,,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded.","NH44, Malidhor area,  Baleswar",50km,landslide,downpour,medium,unknown,,,,,,glc,4407,India,IN,Assam,55290,Karīmganj,25.02475,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.3567,25.0951,2012,6,13,0.5000,-0.8660,True,Assam,True,administrative
Deccan Herald,http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html,6292,2014-09-23 00:00:00,,Hatsingimari,"A child was killed in a landslide in Dhubri district’s Hatsingimari, while one person was electrocuted in Guwahati where a body floating on river Bharalu was also recovered, state government officials said.",Hatsingimari,5km,landslide,continuous_rain,small,unknown,1,0,,,,glc,6292,India,IN,Assam,31091,Mankāchar,21.45798,10/21/2014 18:01,11/20/2017 15:17,2/15/2018 15:51,89.9032,25.7238,2014,9,23,-0.8660,-0.5000,True,Assam,True,administrative
Telegraph India,http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp,545,2008-05-20 00:00:00,,"A Cachar District village, near village of Srinager, Assam",villagers were cutting soil/earth for a road,"A Cachar District village, near village of Srinager, Assam",50km,mudslide,mining,medium,unknown,5,,,,,glc,545,India,IN,Assam,152393,Silchar,17.99274,9/15/2014 15:47,11/20/2017 15:17,2/15/2018 15:51,92.8411,24.9849,2008,5,20,0.8660,-0.5000,True,Assam,True,administrative
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7265,2015-07-22 00:00:00,,Willong-Yangkhullen stretch,Torrential rain in the last many days has created havoc in many places of Senapati district.  Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle.,Willong-Yangkhullen stretch,5km,landslide,continuous_rain,medium,above_road,0,0,,,,glc,7265,India,IN,Manipur,92113,Kohima,23.04185,7/23/2015 16:33,11/20/2017 15:17,2/15/2018 15:51,93.9854,25.5007,2015,7,22,0.0000,-1.0000,True,Manipur,True,administrative
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,2436,2010-09-16 03:00:00,,"Taithu village, Churanchandpur district, Mizoram, Manipur","Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landslide-prone area and has witnessed several land slips in the past.  Earlier, sources said that at least 22 people were missing in the disaster. However, by 4.15 AM village elders who took a roll call said: “Luckily, no one was hurt in the incident. But the houses of Pu Remvel and Pu Rama were completely destroyed.”  Later, it was learnt that some of the youths were still awake when the landslide struck and they managed to alert their friends. “All of them somehow jumped out safely…some through the windows…some through the doors,” the source said.","Taithu village, Churanchandpur district, Mizoram, Manipur",5km,landslide,downpour,medium,unknown,0,,,,,glc,2436,India,IN,Mizoram,3962,Darlawn,38.37584,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.125,24.3069,2010,9,16,-0.8660,-0.5000,True,Mizoram,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=11..220815.aug15,7727,2015-08-20 18:00:00,,between Phesama and Kuima in Nagaland,The situation has been worsened as another huge landslide occurred at the same place on Thursday at around 6 pm.,between Phesama and Kuima in Nagaland,5km,landslide,continuous_rain,medium,below_road,0,0,,http://www.nagalandpost.com/cms/newsimages/LCUAQPGXOFWSSAQYOWYK_resize.jpg,,glc,7727,India,IN,Nagaland,92113,Kohima,5.14863,5/27/2016 21:31,11/20/2017 15:17,2/15/2018 15:51,94.1057,25.6263,2015,8,20,-0.5000,-0.8660,True,Nagaland,True,administrative
webindia123,http://news.webindia123.com/news/Articles/India/20150820/2664183.html,7334,2015-08-18 00:00:00,,Arunachal Pradesh,"Tamil Nadu Chief Minister J Jayalalithaa today announced a solatium of Rs ten lakhs to the family of an armyman who died while involved in 'Operation Falcon' in Arunachal Pradesh on August 18. In a statement here, she said she was grieved to hear that armyman Subedar G Annamalai, hailing from Periyapalambakkam village in Vellore district, slipped and fell after evacuating his colleagues during a landslip. She said Annamalal, who was involved in wiring operations when the landslip occurred, rescued all his colleagues, but slipped and fell and suffered head injuries. He died on the spot. Expressing her heartfelt condolences to the bereaved family, Ms Jayalalithaa announced a solatium of Rs ten lakhs to the family.",Arunachal Pradesh,unknown,landslide,unknown,medium,unknown,1,0,,,,glc,7334,India,IN,Arunachal Pradesh,18425,Along,4.04762,8/21/2015 21:58,11/20/2017 15:17,2/15/2018 15:51,94.7596,28.1737,2015,8,18,-0.5000,-0.8660,True,Arunachal Pradesh,True,administrative
One India News,http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html,6200,2014-08-17 00:00:00,,Arunachal Pradesh/Itanagar,lat/long  27.086901	93.60861,Arunachal Pradesh/Itanagar,10km,landslide,downpour,large,unknown,0,0,,,,test,6200,India,IN,Arunachal Pradesh,44971,Itānagar,0.12577,09-08-2014 00:58,11/20/2017 15:17,2/15/2018 15:51,93.6086,27.0869,2014,8,17,-0.5000,-0.8660,True,Arunachal Pradesh,True,administrative
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7778,2015-08-26 00:00:00,,Phullen’s main road,"At least three houses have been swept away by a mudslide and several others vacated in a north-eastern Mizoram town, an official said Wednesday, the latest in several weather-related incidents that have damaged property and caused hardship in the remote state over the past one week.",Phullen’s main road,10km,mudslide,continuous_rain,medium,above_road,0,0,,,,glc,7778,India,IN,Mizoram,3962,Darlawn,22.71629,6/20/2016 17:38,11/20/2017 15:17,2/15/2018 15:51,93.0514,23.8447,2015,8,26,-0.5000,-0.8660,True,Mizoram,True,administrative
Zee News,http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html,6290,2014-09-23 03:00:00,,Mawbah under Mawprem area,"Eight persons including a pregnant woman were buried alive under the debris after a massive landslide occurred in Mawbah under Mawprem area in Meghalaya's East Khasi Hills District, officials said.",Mawbah under Mawprem area,5km,landslide,continuous_rain,small,urban,8,1,,,,glc,6290,India,IN,Meghalaya,132842,Shillong,1.8982,10/21/2014 17:21,11/20/2017 15:17,2/15/2018 15:51,91.8666,25.5772,2014,9,23,-0.8660,-0.5000,True,Meghalaya,True,administrative
thehindu,http://www.thehindu.com/news/national/article3537166.ece,4403,2012-06-10 00:00:00,,"Imphal-Jiribam section of NH-37 , Manipur","Normal vehicular movement along Imphal-Jiribam section of NH-37 (former NH-53) has been disturbed Friday due to landslides at various places along the stretch of the highway in Tamenglong district.  Heavy rains in Tamenglong district of the state in the last few days has caused landslides last night, authorities said, adding that BRTF have pressed their workers to open the highway at the earliest.","Imphal-Jiribam section of NH-37 , Manipur",50km,landslide,downpour,very_large,unknown,,,,,,glc,4403,India,IN,Manipur,223523,Imphal,40.42735,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.5444,24.8142,2012,6,10,0.5000,-0.8660,True,Manipur,True,administrative
sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/09/family-of-five-killed-by-landslide-in.html,5429,2013-09-01 18:00:00,,Tamabong Village In Sikkim State,"A family of five were all killed by a landslide that struck their home in Tamabong village in Sikkim State, northeast India, on the evening of Sunday 1 September 2013. The incident reportedly happened following heavy rains; landslides are a common problem after severe weather events, as excess pore water pressure can overcome cohesion in soil and sediments, allowing them to flow like liquids",Tamabong Village In Sikkim State,50km,landslide,downpour,medium,unknown,5,,,,,glc,5429,India,IN,Sikkim,1147,Namchi,23.35047,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.2426,27.3425,2013,9,1,-0.8660,-0.5000,True,Sikkim,True,administrative
Telegraph India,http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp,2140,2010-07-25 00:00:00,,"road between Halfong and Redzol(?) or Silchar, Assam",Landslides coupled with lack of maintenance have cut off road link between Haflong and Silchar.  The situation became worse after a few spells of heavy rainfall during the past week.,"road between Halfong and Redzol(?) or Silchar, Assam",25km,landslide,downpour,medium,unknown,0,,,,,glc,2140,India,IN,Assam,152393,Silchar,24.4132,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.801,25.0477,2010,7,25,0.0000,-1.0000,True,Assam,True,administrative
Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM4NA%3D%3D,9142,2016-06-14 08:00:00,,"lower Majakong Ward, Mokokchung, Nagaland, India","A landslide occurred early Tuesday morning due to incessant rain, at lower Majakong Ward, where, a 3 tier retaining wall had collapsed destroying the bathroom and damaging the building walls below. Hearing the news of the calamity, the personnel of the State Disater Response Force, Mokokchung, led by dist. comm, Civil Defence & Home Guards, Watilemba promptly responded and carried out safety measures and debris removal. According to dist. commandant, Civil Defence & Home Guards, Watilemba, said “in cases of natural calamities or manmade disasters, the district administration intimates the State Disaster Response Force and that the personnel are ever ready to respond”.  In such cases, one can also call the Toll Free Emergency Operation Center (EOC) No.913702291122, he added. Earlier, the district administration had verified the site of the slide.","lower Majakong Ward, Mokokchung, Nagaland, India",1km,landslide,continuous_rain,medium,retaining_wall,0,0,,http://www.nagalandpost.com/cms/newsimages/PGFCUAIPXTIQMMEWNGPI_resize.jpg,,glc,9142,India,IN,Nagaland,34021,Mokokchūng,0.94289,7/22/2016 20:56,11/20/2017 15:17,2/15/2018 15:51,94.5247,26.3185,2016,6,14,0.5000,-0.8660,True,Nagaland,True,administrative
Two Circles,http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,6107,2014-06-26 23:00:00,,Bamunimaidam,"At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while another four died due to electrocution in four different locations, the officials said. Another person remained missing after he was washed away by the surging waters of the Bharalu river. ""Three members of a family Kanak Barman (45), Pratima Barman (12) and Tulasi Barman (8) lost their lives in a landslide that took place Thursday night in Narakasur area,"" said Rajib Prakash Baruah, deputy commissioner in-charge of Kamrup (Metro) district. He said another woman died in Bamunimaidam area due to landslide. Baruah said Bhaskarjyoti Das (48), Dinesh Das (55), Prafulla Das (46) and Suren Bharali (57) died due to electrocution.",Bamunimaidam,5km,landslide,continuous_rain,small,unknown,1,0,,,,glc,6107,India,IN,Assam,899094,Guwahati,4.37969,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,91.7896,26.1844,2014,6,26,0.5000,-0.8660,True,Assam,True,administrative
e-Pao.net,http://www.e-pao.net/GP.asp?src=Snipp7..120907.sep07,255,2007-09-10 00:00:00,,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,"50 meter stretch on road, timing is unknown but it blocked traffic",Wamkhu village along the Tengnoupal-Joupi road in Chandel district,25km,landslide,rain,medium,unknown,,,,,,glc,255,India,IN,Manipur,30418,Kakching,29.41705,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,94.0691,24.2451,2007,9,10,-0.8660,-0.5000,True,Manipur,True,administrative
Nagaland Post,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA4NDc2Mg%3D%3D,7660,2015-08-12 00:00:00,,Phesama village,"Speaking to Nagaland Post after examining the soil at the mountain, senior geologist from Nagaland State Disaster Management Authority (NSDMA) home department, Kekhrie Zavi, said it was found that the soil contained a mixture of sand, clay and sticky mud type, which absorbed excess water and reduced soil’s grabbing capacity resulting in the continuous mudslide.",Phesama village,5km,mudslide,continuous_rain,medium,below_road,0,0,,http://www.nagalandpost.com/cms/newsimages/HKSYOEMCRGVHPPUGOTKX_resize.jpg,,glc,7660,India,IN,Nagaland,92113,Kohima,5.65674,4/28/2016 15:23,11/20/2017 15:17,2/15/2018 15:51,94.1136,25.6237,2015,8,12,-0.5000,-0.8660,True,Nagaland,True,administrative
business-standard,http://www.business-standard.com/generalnews/news/landslides-block-several-roads-in-south-sikkim-district/57119/,4556,2012-09-16 00:00:00,,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk","Landslides caused by heavy rainfall has blocked several roads in the South district of Sikkim, official sources said today. The road from Namchi to Phongla, Namchi to Melli and Namchi to Sumbuk were blocked due to landslides, as were the roads from Phongla to Bermiok and Phongla to Mamring.he road from Melli to Phongla and Melli to Sadam is also blocked while last night's downpour also affected road connectivity from Yangang to Ravangla, Yangang to Singtam and Yangang to Lingmoo.","Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",5km,landslide,downpour,medium,unknown,,,,,,glc,4556,India,IN,Sikkim,1147,Namchi,0.52839,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.3651,27.1675,2012,9,16,-0.8660,-0.5000,True,Sikkim,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7389,2015-08-01 00:00:00,,between Bongyang and Lokchao along the Imphal-Moreh highway,"Meanwhile, landslides also wreaked havoc in between Bongyang and Lokchao along the Imphal-Moreh highway and Tengnoupal-Sangshak road in Chandel district.",between Bongyang and Lokchao along the Imphal-Moreh highway,5km,landslide,continuous_rain,medium,above_road,0,0,,,,glc,7389,India,IN,Manipur,30418,Kakching,13.14385,12/14/2015 21:52,11/20/2017 15:17,2/15/2018 15:51,94.0644,24.4072,2015,8,1,-0.5000,-0.8660,True,Manipur,True,administrative
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-aizawl-1-house-destroyed/,2437,2010-09-16 00:00:00,,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Sep 19, 2010  Meanwhile, Aizawl-Lengpui road remained blocked for the third day because of massive landslide about 3 km away from Lengpui. According to information received from the Engineer in charge, intermittent rainfall and falling of rocks hampered the work.  It is expected to be restored for all types of vehicles tomorrow. Meanwhile the National Highway No. 54 also is blocked by heavy landslide near Rangvamual.","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",5km,landslide,downpour,medium,unknown,0,,,,,glc,2437,India,IN,Mizoram,265331,Aizawl,3.58713,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.694,23.7527,2010,9,16,-0.8660,-0.5000,True,Mizoram,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7371,2015-08-01 00:00:00,,near S Lamphei Lamkhai and Sehlon village,landslide near S Lamphei Lamkhai and Sehlon village had taken place,near S Lamphei Lamkhai and Sehlon village,50km,landslide,continuous_rain,medium,unknown,0,0,,,,glc,7371,India,IN,Manipur,44540,Mawlaik,52.61612,11/21/2015 1:13,11/20/2017 15:17,2/15/2018 15:51,94.0573,23.9939,2015,8,1,-0.5000,-0.8660,True,Manipur,True,administrative
The New Indian Express,http://www.newindianexpress.com/nation/Woman-Child-Killed-in-Assam-Landslide/2015/09/01/article3005012.ece,7923,2015-09-01 00:00:00,,Amingaon,"A mother and her child were killed in a landslide at Amingaon area of Kamrup (Rural) district of Assam this morning, police said.  NDRF personnel from the nearby Changsari camp rushed to the spot and recovered their bodies from under a stone.  The woman has been identified as Sumita Khaklary and the child as Rashmi Khaklary.  The landslide occurred following heavy rainfall for the past few days.  A district official said that construction was banned in Kalipahar area but encroachment was continuing.  The matter would be investigated, he said.",Amingaon,10km,landslide,rain,medium,unknown,2,0,,,,glc,7923,India,IN,Assam,26388,Rangia,16.56364,6/29/2016 18:46,11/20/2017 15:17,2/15/2018 15:51,91.72137514,26.49349035,2015,9,1,-0.8660,-0.5000,True,Assam,True,administrative
youtube,http://www.youtube.com/watch?v=jHTtW2WaJGw,2182,2010-07-31 09:00:00,,Dimapur-Imphal highway (NH 39) near Manipur,Heavy rains triggered a landslide along NH 30 near Imphal. The landslide blocked a 100 ft stretch of road and trucks and cars were stranded on either side. The landslide occurred in the morning. There has been significant deforestation in the area.,Dimapur-Imphal highway (NH 39) near Manipur,25km,landslide,rain,medium,unknown,0,,,,,glc,2182,India,IN,Manipur,223523,Imphal,17.36482,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.8443,24.9356,2010,7,31,0.0000,-1.0000,True,Manipur,True,administrative
e-pao.net,http://e-pao.net/GP.asp?src=3..100610.jun10,1954,2010-06-07 00:00:00,,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur","The Ministerial team led by Works Minister K Rajit, along with 450 loaded trucks carrying different commodities, arrived at Imphal after over-coming landslides in different parts of the National Highway 53 .  The team returned after inspecting the condition of National Highway 53.The team accompanied 850 loaded trucks which were stranded at different places on the highway due to landslides at Irang and different portions.  The Ministerial team left Jiribam in this morning on their return journey to Imphal with the loaded trucks stranded at Barak and Makru respectively. As per media report landslides triggered by heavy rains on 8th June 2010 along NH-53 at Irang, Awang Khul and at a spot located about 4 kms from Noney, near Irang, Manipur have suspended traffic along the highway. Around 50 mm rainfall was recorded at Imphal.","Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",50km,landslide,rain,medium,unknown,0,,,,,glc,1954,India,IN,Manipur,17103,Moirāng,39.73504,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.5039,24.7543,2010,6,7,0.5000,-0.8660,True,Manipur,True,administrative
The Statesmen,http://www.thestatesman.com/news/northeast/27-graves-damaged-in-mizoram-landslide/70263.html,6963,2015-06-19 00:00:00,,"Muanna locality, Mizoram",At least 27 graves of a cemetery were damaged in rain-triggered landslide,"Muanna locality, Mizoram",50km,landslide,rain,medium,natural_slope,0,0,,,,glc,6963,India,IN,Mizoram,265331,Aizawl,2.55543,6/25/2015 19:28,11/20/2017 15:17,2/15/2018 15:51,92.7362,23.7131,2015,6,19,0.5000,-0.8660,True,Mizoram,True,administrative
International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7590,2015-08-19 00:00:00,,Tongseng,"Minor landslides were also reported in Tongseng, Ratacherra and Dona areas.",Tongseng,5km,landslide,rain,small,unknown,0,0,,,,glc,7590,India,IN,Meghalaya,55290,Karīmganj,30.27913,3/24/2016 0:52,11/20/2017 15:17,2/15/2018 15:51,92.3807,25.1416,2015,8,19,-0.5000,-0.8660,True,Meghalaya,True,administrative
ptinews,http://www.ptinews.com/news/316483_Three-killed--ten-injured-in-Mizoram-landslide,1222,2009-10-05 00:00:00,,"Chhinga Veng, Aizawl","Three persons, including a five-year-old girl, were killed and ten others injured when a massive landslide triggered by rains swept away a building at Chhinga Veng locality here, police said. Besides a five-year-old girl, her grandmother and a 23-year-old woman were also killed when the building, occupied by four families, collapsed and swept away by the landslide, they said.","Chhinga Veng, Aizawl",5km,landslide,downpour,medium,urban,3,,,,,glc,1222,India,IN,Mizoram,265331,Aizawl,0.93904,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.72124394,23.73478778,2009,10,5,-1.0000,-0.0000,True,Mizoram,True,administrative
NYOOOZ,http://www.nyoooz.com/guwahati/515423/woman-killed-in-wall-collapse-after-landslide-in-guwahati,8222,2016-06-22 12:00:00,,"Piyali Phukan Nagar, Guwahati, India","A woman was buried alive in Piyali Phukan Nagar in the city when the guard wall of her house collapsed after a landslide. No one else from her family was injured.The rescue official said Rukia's house was located just on the edge of a hill. ""After almost three hours of wroking through the debris, Rukia's body was found,"" an official of the rescue team said. The victim was identified as Rukia Khatun.The incident occurred around noon on Wednesday.Though an operation to extricate her began soon, she could not be saved. Around 120 families have been relocated and more than 50 others have been asked to shift.","Piyali Phukan Nagar, Guwahati, India",5km,mudslide,downpour,medium,natural_slope,1,0,,http://timesofindia.indiatimes.com/photo/52879646.cms,,glc,8222,India,IN,Assam,899094,Guwahati,3.88766,07-05-2016 14:46,11/20/2017 15:17,2/15/2018 15:51,91.7825,26.1961,2016,6,22,0.5000,-0.8660,True,Assam,True,administrative
Assam Times,http://www.assamtimes.org/node/14622,7706,2015-08-19 00:00:00,,National Highway at Kuliang,"More landslide has complicated the surface communication in Ratachora, Tansen and Kuliang keeping a major portion of the National Highway blocked.",National Highway at Kuliang,5km,landslide,rain,medium,above_road,0,0,,,,glc,7706,India,IN,Meghalaya,55290,Karīmganj,22.56409,5/13/2016 1:41,11/20/2017 15:17,2/15/2018 15:51,92.3636,25.0728,2015,8,19,-0.5000,-0.8660,True,Meghalaya,True,administrative
Hindu,http://www.thehindu.com/news/national/other-states/life-remains-hit-in-darjeeling-hills/article9222389.ece,9620,2016-10-15 00:00:00,,Rangpo,"The road on way to Peiling in Sikkim remained cut off due to landslides at Namchi and Rangpo but the Lava-Lolegaon route in Darjeeling was still working, though only for cars and the small vehicles took long detour through the second route, the officials said.",Rangpo,5km,landslide,downpour,medium,above_road,0,0,,,,glc,9620,India,IN,Sikkim,4026,Rangpo,0.7337,10/19/2016 13:10,11/20/2017 15:17,2/15/2018 15:51,88.5292,27.172,2016,10,15,-1.0000,-0.0000,True,Sikkim,True,administrative
The Northeast Today,http://thenortheasttoday.com/landslides-damage-houses-graves-in-aizawl/,8224,2015-09-14 01:30:00,,"Aizawl, Mizoram, India","Earlier around 1:30am, landslide damaged 39 graves at Republic Veng locality in the heart of the city. The landslide also blocked internal road of the locality. With this, landslides have damaged a total of 311 graves in four localities in Aizawl.","Aizawl, Mizoram, India",5km,landslide,downpour,medium,above_road,0,0,,http://thenortheasttoday.com/wp-content/uploads/2015/09/12033852_1012700228774617_1216798541_n.gif,,glc,8224,India,IN,Mizoram,265331,Aizawl,0.27245,07-05-2016 14:52,11/20/2017 15:17,2/15/2018 15:51,92.7187,23.7313,2015,9,14,-0.8660,-0.5000,True,Mizoram,True,administrative
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations,4241,2012-03-04 00:00:00,,Tamei constituency in Tamenlong district,"Repolling in 63 booths under nine constituencies in the five hill districts of Senapati, Ukhrul, Churachandpur, Tamenglong and Chandel was held on Sunday amid heavy security with more than 60% turnout recorded. The exercise was supposed to be held in 67 booths but owing to heavy landslides triggered in the remote Tamei constituency in Tamenlong district, poll officials could not reach four booths forcing the Election Commission to defer the exercise till Monday.",Tamei constituency in Tamenlong district,25km,landslide,unknown,medium,unknown,0,,,,,glc,4241,India,IN,Manipur,223523,Imphal,47.30334,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.6795,25.1604,2012,3,4,0.8660,0.5000,True,Manipur,True,administrative
beacononline.wordpress,http://beacononline.wordpress.com/2008/08/31/landslide-victims-being-compensated/,755,2008-08-28 00:00:00,,"Ranka, Sikkim and Louing road","most affected villages of block level are Pabing, Changram, Doksing and Thami Dara","Ranka, Sikkim and Louing road",25km,landslide,downpour,medium,unknown,,,,,,glc,755,India,IN,Sikkim,30700,Gangtok,1.28629,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.609,27.337,2008,8,28,-0.5000,-0.8660,True,Sikkim,True,administrative
voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,1756,2010-04-17 00:00:00,,"Nam Nang, Gangtok","On the same day, another minor landslide was reported at Nam-Nang.","Nam Nang, Gangtok",1km,landslide,downpour,small,unknown,0,,,,,glc,1756,India,IN,Sikkim,30700,Gangtok,0.53719,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.6087,27.322,2010,4,17,1.0000,0.0000,True,Sikkim,True,administrative
